participantId,task,duration_sec,format
6788c1c724c24dc56b08790a,reading-task-tabular-1,239.505,json5
6788c1c724c24dc56b08790a,reading-task-tabular-1_post-task-question,6.743,json5
6788c1c724c24dc56b08790a,reading-task-tabular-2,54.938,json5
6788c1c724c24dc56b08790a,reading-task-tabular-2_post-task-question,59.786,json5
6788c1c724c24dc56b08790a,reading-task-tabular-3,46.868,json5
6788c1c724c24dc56b08790a,reading-task-tabular-3_post-task-question,5.886,json5
6788c1c724c24dc56b08790a,reading-task-tabular-4,43.443,json5
6788c1c724c24dc56b08790a,reading-task-tabular-4_post-task-question,3.523,json5
6788c1c724c24dc56b08790a,reading-task-tabular-5,62.57,json5
6788c1c724c24dc56b08790a,reading-task-tabular-5_post-task-question,7.543,json5
6788c1c724c24dc56b08790a,writing-task-tabular,729.2525645759999,json5
6788c1c724c24dc56b08790a,writing-task-tabular_post-task-question,12.055,json5
6788c1c724c24dc56b08790a,modifying-task-tabular-1,201.221,json5
6788c1c724c24dc56b08790a,modifying-task-tabular-1_post-task-question,4.989,json5
6788c1c724c24dc56b08790a,modifying-task-tabular-2,170.226,json5
6788c1c724c24dc56b08790a,modifying-task-tabular-2_post-task-question,4.194,json5
6788c1c724c24dc56b08790a,modifying-task-tabular-3,80.928,json5
6788c1c724c24dc56b08790a,modifying-task-tabular-3_post-task-question,3.925,json5
6788c1c724c24dc56b08790a,modifying-task-tabular-4,600.417,json5
6788c1c724c24dc56b08790a,modifying-task-tabular-4_post-task-question,8.229,json5
6788c1c724c24dc56b08790a,$nasa-tlx.co.nasa-tlx,48.396,json5
6788c1c724c24dc56b08790a,post-task-survey-tlx,133.811,json5
67adb520391eb17f214a50b4,introduction,15.579,yaml
67adb520391eb17f214a50b4,qualifications,11.098,yaml
67adb520391eb17f214a50b4,consent,63.44,yaml
67adb520391eb17f214a50b4,task,102.924,yaml
67adb520391eb17f214a50b4,writing-task-NL,538.819,yaml
67adb520391eb17f214a50b4,writing-task-NL_post-task-question,17.485,yaml
67adb520391eb17f214a50b4,tutorial-part1,395.727,yaml
67adb520391eb17f214a50b4,tutorial-part2,177.53,yaml
67adb520391eb17f214a50b4,reading-task-tabular-1,113.913,yaml
67adb520391eb17f214a50b4,reading-task-tabular-1_post-task-question,9.137,yaml
67adb520391eb17f214a50b4,reading-task-tabular-2,31.367,yaml
67adb520391eb17f214a50b4,reading-task-tabular-2_post-task-question,7.367,yaml
67adb520391eb17f214a50b4,reading-task-tabular-3,33.502,yaml
67adb520391eb17f214a50b4,reading-task-tabular-3_post-task-question,6.801,yaml
67adb520391eb17f214a50b4,reading-task-tabular-4,80.192,yaml
67adb520391eb17f214a50b4,reading-task-tabular-4_post-task-question,5.459,yaml
67adb520391eb17f214a50b4,reading-task-tabular-5,75.743,yaml
67adb520391eb17f214a50b4,reading-task-tabular-5_post-task-question,6.28,yaml
67adb520391eb17f214a50b4,writing-task-tabular,1158.2532462088236,yaml
67adb520391eb17f214a50b4,writing-task-tabular_post-task-question,10.823,yaml
67adb520391eb17f214a50b4,modifying-task-tabular-1,398.566,yaml
67adb520391eb17f214a50b4,modifying-task-tabular-1_post-task-question,6.031,yaml
67adb520391eb17f214a50b4,modifying-task-tabular-2,134.096,yaml
67adb520391eb17f214a50b4,modifying-task-tabular-2_post-task-question,6.414,yaml
67adb520391eb17f214a50b4,modifying-task-tabular-3,291.413,yaml
67adb520391eb17f214a50b4,modifying-task-tabular-3_post-task-question,8.085,yaml
67adb520391eb17f214a50b4,modifying-task-tabular-4,330.555,yaml
67adb520391eb17f214a50b4,modifying-task-tabular-4_post-task-question,7.108,yaml
67adb520391eb17f214a50b4,$nasa-tlx.co.nasa-tlx,80.057,yaml
67adb520391eb17f214a50b4,post-task-survey-tlx,75.824,yaml
67d95269b47464c18da766ca,introduction,29.919,xml
67d95269b47464c18da766ca,qualifications,16.014,xml
67d95269b47464c18da766ca,consent,106.334,xml
67d95269b47464c18da766ca,task,344.331,xml
67d95269b47464c18da766ca,writing-task-NL,308.456,xml
67d95269b47464c18da766ca,writing-task-NL_post-task-question,18.186,xml
67d95269b47464c18da766ca,tutorial-part1,559.786,xml
67d95269b47464c18da766ca,tutorial-part2,311.785,xml
67d95269b47464c18da766ca,reading-task-tabular-1,97.194,xml
67d95269b47464c18da766ca,reading-task-tabular-1_post-task-question,14.253,xml
67d95269b47464c18da766ca,reading-task-tabular-2,151.89,xml
67d95269b47464c18da766ca,reading-task-tabular-2_post-task-question,7.234,xml
67d95269b47464c18da766ca,reading-task-tabular-3,87.835,xml
67d95269b47464c18da766ca,reading-task-tabular-3_post-task-question,8.225,xml
67d95269b47464c18da766ca,reading-task-tabular-4,108.331,xml
67d95269b47464c18da766ca,reading-task-tabular-4_post-task-question,5.99,xml
67d95269b47464c18da766ca,reading-task-tabular-5,89.568,xml
67d95269b47464c18da766ca,reading-task-tabular-5_post-task-question,5.594,xml
67d95269b47464c18da766ca,writing-task-tabular,1372.6830573968257,xml
67d95269b47464c18da766ca,writing-task-tabular_post-task-question,13.54,xml
67d95269b47464c18da766ca,modifying-task-tabular-1,556.351,xml
67d95269b47464c18da766ca,modifying-task-tabular-1_post-task-question,8.964,xml
67d95269b47464c18da766ca,modifying-task-tabular-2,236.898,xml
67d95269b47464c18da766ca,modifying-task-tabular-2_post-task-question,9.621,xml
67d95269b47464c18da766ca,modifying-task-tabular-3,94.362,xml
67d95269b47464c18da766ca,modifying-task-tabular-3_post-task-question,5.53,xml
67d95269b47464c18da766ca,modifying-task-tabular-4,159.667,xml
67d95269b47464c18da766ca,modifying-task-tabular-4_post-task-question,8.805,xml
67d95269b47464c18da766ca,$nasa-tlx.co.nasa-tlx,31.778,xml
67d95269b47464c18da766ca,post-task-survey-tlx,98.461,xml
64275e53f51a5ed4f6b7d019,introduction,32.208,toml
64275e53f51a5ed4f6b7d019,qualifications,8.302,toml
64275e53f51a5ed4f6b7d019,consent,39.666,toml
64275e53f51a5ed4f6b7d019,task,49.996,toml
64275e53f51a5ed4f6b7d019,writing-task-NL,70.007,toml
64275e53f51a5ed4f6b7d019,writing-task-NL_post-task-question,4.966,toml
64275e53f51a5ed4f6b7d019,tutorial-part1,210.723,toml
64275e53f51a5ed4f6b7d019,tutorial-part2,176.858,toml
64275e53f51a5ed4f6b7d019,reading-task-tabular-1,129.507,toml
64275e53f51a5ed4f6b7d019,reading-task-tabular-1_post-task-question,4.704,toml
64275e53f51a5ed4f6b7d019,reading-task-tabular-2,42.225,toml
64275e53f51a5ed4f6b7d019,reading-task-tabular-2_post-task-question,4.505,toml
64275e53f51a5ed4f6b7d019,reading-task-tabular-3,25.789,toml
64275e53f51a5ed4f6b7d019,reading-task-tabular-3_post-task-question,3.798,toml
64275e53f51a5ed4f6b7d019,reading-task-tabular-4,38.101,toml
64275e53f51a5ed4f6b7d019,reading-task-tabular-4_post-task-question,3.451,toml
64275e53f51a5ed4f6b7d019,reading-task-tabular-5,46.709,toml
64275e53f51a5ed4f6b7d019,reading-task-tabular-5_post-task-question,2.781,toml
64275e53f51a5ed4f6b7d019,writing-task-tabular,128.43950933333335,toml
64275e53f51a5ed4f6b7d019,writing-task-tabular_post-task-question,6.558,toml
64275e53f51a5ed4f6b7d019,modifying-task-tabular-1,107.621,toml
64275e53f51a5ed4f6b7d019,modifying-task-tabular-1_post-task-question,3.91,toml
64275e53f51a5ed4f6b7d019,modifying-task-tabular-2,59.678,toml
64275e53f51a5ed4f6b7d019,modifying-task-tabular-2_post-task-question,3.494,toml
64275e53f51a5ed4f6b7d019,modifying-task-tabular-3,48.674,toml
64275e53f51a5ed4f6b7d019,modifying-task-tabular-3_post-task-question,3.874,toml
64275e53f51a5ed4f6b7d019,modifying-task-tabular-4,246.408,toml
64275e53f51a5ed4f6b7d019,modifying-task-tabular-4_post-task-question,4.149,toml
64275e53f51a5ed4f6b7d019,$nasa-tlx.co.nasa-tlx,33.475,toml
64275e53f51a5ed4f6b7d019,post-task-survey-tlx,257.142,toml
6734346ca8e90c2da6fb4509,introduction,30.749,jsonc
6734346ca8e90c2da6fb4509,qualifications,4.041,jsonc
6734346ca8e90c2da6fb4509,consent,40.482,jsonc
6734346ca8e90c2da6fb4509,task,38.821,jsonc
6734346ca8e90c2da6fb4509,writing-task-NL,151.432,jsonc
6734346ca8e90c2da6fb4509,writing-task-NL_post-task-question,7.443,jsonc
6734346ca8e90c2da6fb4509,tutorial-part1,278.731,jsonc
6734346ca8e90c2da6fb4509,tutorial-part2,50.949,jsonc
6734346ca8e90c2da6fb4509,reading-task-tabular-1,26.073,jsonc
6734346ca8e90c2da6fb4509,reading-task-tabular-1_post-task-question,4.971,jsonc
6734346ca8e90c2da6fb4509,reading-task-tabular-2,45.905,jsonc
6734346ca8e90c2da6fb4509,reading-task-tabular-2_post-task-question,4.18,jsonc
6734346ca8e90c2da6fb4509,reading-task-tabular-3,50.751,jsonc
6734346ca8e90c2da6fb4509,reading-task-tabular-3_post-task-question,7.892,jsonc
6734346ca8e90c2da6fb4509,reading-task-tabular-4,112.931,jsonc
6734346ca8e90c2da6fb4509,reading-task-tabular-4_post-task-question,6.578,jsonc
6734346ca8e90c2da6fb4509,reading-task-tabular-5,100.878,jsonc
6734346ca8e90c2da6fb4509,reading-task-tabular-5_post-task-question,5.173,jsonc
6734346ca8e90c2da6fb4509,writing-task-tabular,590.7855216313725,jsonc
6734346ca8e90c2da6fb4509,writing-task-tabular_post-task-question,9.334,jsonc
6734346ca8e90c2da6fb4509,modifying-task-tabular-1,137.744,jsonc
6734346ca8e90c2da6fb4509,modifying-task-tabular-1_post-task-question,4.84,jsonc
6734346ca8e90c2da6fb4509,modifying-task-tabular-2,131.805,jsonc
6734346ca8e90c2da6fb4509,modifying-task-tabular-2_post-task-question,4.553,jsonc
6734346ca8e90c2da6fb4509,modifying-task-tabular-3,94.507,jsonc
6734346ca8e90c2da6fb4509,modifying-task-tabular-3_post-task-question,8.468,jsonc
6734346ca8e90c2da6fb4509,modifying-task-tabular-4,422.409,jsonc
6734346ca8e90c2da6fb4509,modifying-task-tabular-4_post-task-question,11.946,jsonc
6734346ca8e90c2da6fb4509,$nasa-tlx.co.nasa-tlx,54.504,jsonc
6734346ca8e90c2da6fb4509,post-task-survey-tlx,222.746,jsonc
66049694dfb8828a8f3dce70,introduction,39.957,yaml
66049694dfb8828a8f3dce70,qualifications,13.002,yaml
66049694dfb8828a8f3dce70,consent,90.349,yaml
66049694dfb8828a8f3dce70,task,70.765,yaml
66049694dfb8828a8f3dce70,writing-task-NL,189.897,yaml
66049694dfb8828a8f3dce70,writing-task-NL_post-task-question,9.685,yaml
66049694dfb8828a8f3dce70,tutorial-part1,348.131,yaml
66049694dfb8828a8f3dce70,tutorial-part2,112.858,yaml
66049694dfb8828a8f3dce70,reading-task-tabular-1,176.36,yaml
66049694dfb8828a8f3dce70,reading-task-tabular-1_post-task-question,13.264,yaml
66049694dfb8828a8f3dce70,reading-task-tabular-2,45.245,yaml
66049694dfb8828a8f3dce70,reading-task-tabular-2_post-task-question,9.917,yaml
66049694dfb8828a8f3dce70,reading-task-tabular-3,33.546,yaml
66049694dfb8828a8f3dce70,reading-task-tabular-3_post-task-question,5.894,yaml
66049694dfb8828a8f3dce70,reading-task-tabular-4,30.709,yaml
66049694dfb8828a8f3dce70,reading-task-tabular-4_post-task-question,6.367,yaml
66049694dfb8828a8f3dce70,reading-task-tabular-5,89.33,yaml
66049694dfb8828a8f3dce70,reading-task-tabular-5_post-task-question,9.41,yaml
66049694dfb8828a8f3dce70,writing-task-tabular,283.37060828063244,yaml
66049694dfb8828a8f3dce70,writing-task-tabular_post-task-question,11.439,yaml
66049694dfb8828a8f3dce70,modifying-task-tabular-1,184.333,yaml
66049694dfb8828a8f3dce70,modifying-task-tabular-1_post-task-question,7.401,yaml
66049694dfb8828a8f3dce70,modifying-task-tabular-2,130.12,yaml
66049694dfb8828a8f3dce70,modifying-task-tabular-2_post-task-question,8.687,yaml
66049694dfb8828a8f3dce70,modifying-task-tabular-3,127.687,yaml
66049694dfb8828a8f3dce70,modifying-task-tabular-3_post-task-question,7.92,yaml
66049694dfb8828a8f3dce70,modifying-task-tabular-4,304.114,yaml
66049694dfb8828a8f3dce70,modifying-task-tabular-4_post-task-question,6.89,yaml
66049694dfb8828a8f3dce70,$nasa-tlx.co.nasa-tlx,62.772,yaml
66049694dfb8828a8f3dce70,post-task-survey-tlx,78.724,yaml
67ab214c2cde1be7c45535ac,introduction,29.619,jsonc
67ab214c2cde1be7c45535ac,qualifications,3.928,jsonc
67ab214c2cde1be7c45535ac,consent,158.631,jsonc
67ab214c2cde1be7c45535ac,task,5.655,jsonc
67ab214c2cde1be7c45535ac,writing-task-NL,202.791,jsonc
67ab214c2cde1be7c45535ac,writing-task-NL_post-task-question,6.264,jsonc
67ab214c2cde1be7c45535ac,tutorial-part1,10.186,jsonc
67ab214c2cde1be7c45535ac,tutorial-part2,33.431,jsonc
67ab214c2cde1be7c45535ac,reading-task-tabular-1,81.423,jsonc
67ab214c2cde1be7c45535ac,reading-task-tabular-1_post-task-question,10.661,jsonc
67ab214c2cde1be7c45535ac,reading-task-tabular-2,16.991,jsonc
67ab214c2cde1be7c45535ac,reading-task-tabular-2_post-task-question,4.823,jsonc
67ab214c2cde1be7c45535ac,reading-task-tabular-3,10.979,jsonc
67ab214c2cde1be7c45535ac,reading-task-tabular-3_post-task-question,5.911,jsonc
67ab214c2cde1be7c45535ac,reading-task-tabular-4,22.69,jsonc
67ab214c2cde1be7c45535ac,reading-task-tabular-4_post-task-question,6.806,jsonc
67ab214c2cde1be7c45535ac,reading-task-tabular-5,45.337,jsonc
67ab214c2cde1be7c45535ac,reading-task-tabular-5_post-task-question,6.077,jsonc
67ab214c2cde1be7c45535ac,writing-task-tabular,364.3645272669322,jsonc
67ab214c2cde1be7c45535ac,writing-task-tabular_post-task-question,7.389,jsonc
67ab214c2cde1be7c45535ac,modifying-task-tabular-1,115.897,jsonc
67ab214c2cde1be7c45535ac,modifying-task-tabular-1_post-task-question,5.858,jsonc
67ab214c2cde1be7c45535ac,modifying-task-tabular-2,81.979,jsonc
67ab214c2cde1be7c45535ac,modifying-task-tabular-2_post-task-question,10.569,jsonc
67ab214c2cde1be7c45535ac,modifying-task-tabular-3,44.199,jsonc
67ab214c2cde1be7c45535ac,modifying-task-tabular-3_post-task-question,29.994,jsonc
67ab214c2cde1be7c45535ac,modifying-task-tabular-4,137.971,jsonc
67ab214c2cde1be7c45535ac,modifying-task-tabular-4_post-task-question,7.799,jsonc
67ab214c2cde1be7c45535ac,$nasa-tlx.co.nasa-tlx,27.333,jsonc
67ab214c2cde1be7c45535ac,post-task-survey-tlx,114.595,jsonc
607728dc0b4f8590b94ae57c,introduction,24.449,jsonc
607728dc0b4f8590b94ae57c,qualifications,7.469,jsonc
607728dc0b4f8590b94ae57c,consent,10.632,jsonc
607728dc0b4f8590b94ae57c,task,47.677,jsonc
607728dc0b4f8590b94ae57c,writing-task-NL,135.588,jsonc
607728dc0b4f8590b94ae57c,writing-task-NL_post-task-question,6.084,jsonc
607728dc0b4f8590b94ae57c,tutorial-part1,174.017,jsonc
607728dc0b4f8590b94ae57c,tutorial-part2,71.742,jsonc
607728dc0b4f8590b94ae57c,reading-task-tabular-1,36.361,jsonc
607728dc0b4f8590b94ae57c,reading-task-tabular-1_post-task-question,3.975,jsonc
607728dc0b4f8590b94ae57c,reading-task-tabular-2,38.988,jsonc
607728dc0b4f8590b94ae57c,reading-task-tabular-2_post-task-question,4.612,jsonc
607728dc0b4f8590b94ae57c,reading-task-tabular-3,250.372,jsonc
607728dc0b4f8590b94ae57c,reading-task-tabular-3_post-task-question,3.531,jsonc
607728dc0b4f8590b94ae57c,reading-task-tabular-4,26.174,jsonc
607728dc0b4f8590b94ae57c,reading-task-tabular-4_post-task-question,2.769,jsonc
607728dc0b4f8590b94ae57c,reading-task-tabular-5,65.531,jsonc
607728dc0b4f8590b94ae57c,reading-task-tabular-5_post-task-question,2.601,jsonc
607728dc0b4f8590b94ae57c,writing-task-tabular,227.51786036470588,jsonc
607728dc0b4f8590b94ae57c,writing-task-tabular_post-task-question,4.961,jsonc
607728dc0b4f8590b94ae57c,modifying-task-tabular-1,1132.389,jsonc
607728dc0b4f8590b94ae57c,modifying-task-tabular-1_post-task-question,4.258,jsonc
607728dc0b4f8590b94ae57c,modifying-task-tabular-2,134.632,jsonc
607728dc0b4f8590b94ae57c,modifying-task-tabular-2_post-task-question,2.432,jsonc
607728dc0b4f8590b94ae57c,modifying-task-tabular-3,70.42,jsonc
607728dc0b4f8590b94ae57c,modifying-task-tabular-3_post-task-question,2.668,jsonc
607728dc0b4f8590b94ae57c,modifying-task-tabular-4,505.763,jsonc
607728dc0b4f8590b94ae57c,modifying-task-tabular-4_post-task-question,4.341,jsonc
607728dc0b4f8590b94ae57c,$nasa-tlx.co.nasa-tlx,16.646,jsonc
607728dc0b4f8590b94ae57c,post-task-survey-tlx,119.035,jsonc
667c18ace97ab6869cb1c50e,introduction,1009.588,hjson
667c18ace97ab6869cb1c50e,qualifications,8.469,hjson
667c18ace97ab6869cb1c50e,consent,84.102,hjson
667c18ace97ab6869cb1c50e,task,31.8,hjson
667c18ace97ab6869cb1c50e,writing-task-NL,181.611,hjson
667c18ace97ab6869cb1c50e,writing-task-NL_post-task-question,5.396,hjson
667c18ace97ab6869cb1c50e,tutorial-part1,385.397,hjson
667c18ace97ab6869cb1c50e,tutorial-part2,5.353,hjson
667c18ace97ab6869cb1c50e,reading-task-tabular-1,64.183,hjson
667c18ace97ab6869cb1c50e,reading-task-tabular-1_post-task-question,3.962,hjson
667c18ace97ab6869cb1c50e,reading-task-tabular-2,57.836,hjson
667c18ace97ab6869cb1c50e,reading-task-tabular-2_post-task-question,5.421,hjson
667c18ace97ab6869cb1c50e,reading-task-tabular-3,38.786,hjson
667c18ace97ab6869cb1c50e,reading-task-tabular-3_post-task-question,3.362,hjson
667c18ace97ab6869cb1c50e,reading-task-tabular-4,21.145,hjson
667c18ace97ab6869cb1c50e,reading-task-tabular-4_post-task-question,2.896,hjson
667c18ace97ab6869cb1c50e,reading-task-tabular-5,38.165,hjson
667c18ace97ab6869cb1c50e,reading-task-tabular-5_post-task-question,7.046,hjson
667c18ace97ab6869cb1c50e,writing-task-tabular,636.9192113376623,hjson
667c18ace97ab6869cb1c50e,writing-task-tabular_post-task-question,6.269,hjson
667c18ace97ab6869cb1c50e,modifying-task-tabular-1,92.512,hjson
667c18ace97ab6869cb1c50e,modifying-task-tabular-1_post-task-question,5.257,hjson
667c18ace97ab6869cb1c50e,modifying-task-tabular-2,79.483,hjson
667c18ace97ab6869cb1c50e,modifying-task-tabular-2_post-task-question,4.228,hjson
667c18ace97ab6869cb1c50e,modifying-task-tabular-3,50.111,hjson
667c18ace97ab6869cb1c50e,modifying-task-tabular-3_post-task-question,3.407,hjson
667c18ace97ab6869cb1c50e,modifying-task-tabular-4,282.979,hjson
667c18ace97ab6869cb1c50e,modifying-task-tabular-4_post-task-question,3.043,hjson
667c18ace97ab6869cb1c50e,$nasa-tlx.co.nasa-tlx,25.403,hjson
667c18ace97ab6869cb1c50e,post-task-survey-tlx,51.232,hjson
667ac09492ea0caadf488520,introduction,20.439,json
667ac09492ea0caadf488520,qualifications,12.298,json
667ac09492ea0caadf488520,consent,65.297,json
667ac09492ea0caadf488520,task,69.894,json
667ac09492ea0caadf488520,writing-task-NL,293.303,json
667ac09492ea0caadf488520,writing-task-NL_post-task-question,9.318,json
667ac09492ea0caadf488520,tutorial-part1,489.026,json
667ac09492ea0caadf488520,tutorial-part2,206.341,json
667ac09492ea0caadf488520,reading-task-tabular-1,89.986,json
667ac09492ea0caadf488520,reading-task-tabular-1_post-task-question,9.326,json
667ac09492ea0caadf488520,reading-task-tabular-2,143.824,json
667ac09492ea0caadf488520,reading-task-tabular-2_post-task-question,13.066,json
667ac09492ea0caadf488520,reading-task-tabular-3,108.916,json
667ac09492ea0caadf488520,reading-task-tabular-3_post-task-question,6.564,json
667ac09492ea0caadf488520,reading-task-tabular-4,32.296,json
667ac09492ea0caadf488520,reading-task-tabular-4_post-task-question,12.363,json
667ac09492ea0caadf488520,reading-task-tabular-5,85.892,json
667ac09492ea0caadf488520,reading-task-tabular-5_post-task-question,5.972,json
667ac09492ea0caadf488520,writing-task-tabular,701.6913465753969,json
667ac09492ea0caadf488520,writing-task-tabular_post-task-question,8.588,json
667ac09492ea0caadf488520,modifying-task-tabular-1,195.011,json
667ac09492ea0caadf488520,modifying-task-tabular-1_post-task-question,8.203,json
667ac09492ea0caadf488520,modifying-task-tabular-2,170.563,json
667ac09492ea0caadf488520,modifying-task-tabular-2_post-task-question,7.836,json
667ac09492ea0caadf488520,modifying-task-tabular-3,159.629,json
667ac09492ea0caadf488520,modifying-task-tabular-3_post-task-question,6.93,json
667ac09492ea0caadf488520,modifying-task-tabular-4,315.249,json
667ac09492ea0caadf488520,modifying-task-tabular-4_post-task-question,6.562,json
667ac09492ea0caadf488520,$nasa-tlx.co.nasa-tlx,28.6,json
667ac09492ea0caadf488520,post-task-survey-tlx,128.625,json
6740ae39809389d7da9de209,introduction,27.584,xml
6740ae39809389d7da9de209,qualifications,24.906,xml
6740ae39809389d7da9de209,consent,53.311,xml
6740ae39809389d7da9de209,task,79.28,xml
6740ae39809389d7da9de209,writing-task-NL,291.232,xml
6740ae39809389d7da9de209,writing-task-NL_post-task-question,16.598,xml
6740ae39809389d7da9de209,tutorial-part1,255.994,xml
6740ae39809389d7da9de209,tutorial-part2,280.348,xml
6740ae39809389d7da9de209,reading-task-tabular-1,148.482,xml
6740ae39809389d7da9de209,reading-task-tabular-1_post-task-question,13.229,xml
6740ae39809389d7da9de209,reading-task-tabular-2,99.414,xml
6740ae39809389d7da9de209,reading-task-tabular-2_post-task-question,5.26,xml
6740ae39809389d7da9de209,reading-task-tabular-3,48.456,xml
6740ae39809389d7da9de209,reading-task-tabular-3_post-task-question,6.626,xml
6740ae39809389d7da9de209,reading-task-tabular-4,87.145,xml
6740ae39809389d7da9de209,reading-task-tabular-4_post-task-question,6.48,xml
6740ae39809389d7da9de209,reading-task-tabular-5,129.125,xml
6740ae39809389d7da9de209,reading-task-tabular-5_post-task-question,7.729,xml
6740ae39809389d7da9de209,writing-task-tabular,811.9339308366534,xml
6740ae39809389d7da9de209,writing-task-tabular_post-task-question,6.65,xml
6740ae39809389d7da9de209,modifying-task-tabular-1,364.033,xml
6740ae39809389d7da9de209,modifying-task-tabular-1_post-task-question,7.044,xml
6740ae39809389d7da9de209,modifying-task-tabular-2,268.217,xml
6740ae39809389d7da9de209,modifying-task-tabular-2_post-task-question,7.446,xml
6740ae39809389d7da9de209,modifying-task-tabular-3,426.361,xml
6740ae39809389d7da9de209,modifying-task-tabular-3_post-task-question,13.375,xml
6740ae39809389d7da9de209,modifying-task-tabular-4,279.376,xml
6740ae39809389d7da9de209,modifying-task-tabular-4_post-task-question,6.995,xml
6740ae39809389d7da9de209,$nasa-tlx.co.nasa-tlx,101.958,xml
6740ae39809389d7da9de209,post-task-survey-tlx,94.6,xml
67c246023b44ca64d40ae45a,introduction,84.138,json5
67c246023b44ca64d40ae45a,qualifications,33.61,json5
67c246023b44ca64d40ae45a,consent,62.458,json5
67c246023b44ca64d40ae45a,task,506.944,json5
67c246023b44ca64d40ae45a,writing-task-NL,962.174,json5
67c246023b44ca64d40ae45a,writing-task-NL_post-task-question,16.072,json5
67c246023b44ca64d40ae45a,tutorial-part1,223.83,json5
67c246023b44ca64d40ae45a,tutorial-part2,76.008,json5
67c246023b44ca64d40ae45a,reading-task-tabular-1,115.672,json5
67c246023b44ca64d40ae45a,reading-task-tabular-1_post-task-question,13.706,json5
67c246023b44ca64d40ae45a,reading-task-tabular-2,30.989,json5
67c246023b44ca64d40ae45a,reading-task-tabular-2_post-task-question,4.567,json5
67c246023b44ca64d40ae45a,reading-task-tabular-3,155.042,json5
67c246023b44ca64d40ae45a,reading-task-tabular-3_post-task-question,7.451,json5
67c246023b44ca64d40ae45a,reading-task-tabular-4,98.903,json5
67c246023b44ca64d40ae45a,reading-task-tabular-4_post-task-question,5.34,json5
67c246023b44ca64d40ae45a,reading-task-tabular-5,196.634,json5
67c246023b44ca64d40ae45a,reading-task-tabular-5_post-task-question,6.6,json5
67c246023b44ca64d40ae45a,writing-task-tabular,2163.371083537736,json5
67c246023b44ca64d40ae45a,writing-task-tabular_post-task-question,7.561,json5
67c246023b44ca64d40ae45a,modifying-task-tabular-1,166.694,json5
67c246023b44ca64d40ae45a,modifying-task-tabular-1_post-task-question,6.329,json5
67c246023b44ca64d40ae45a,modifying-task-tabular-2,23.099,json5
67c246023b44ca64d40ae45a,modifying-task-tabular-2_post-task-question,6.262,json5
67c246023b44ca64d40ae45a,modifying-task-tabular-3,28.852,json5
67c246023b44ca64d40ae45a,modifying-task-tabular-3_post-task-question,4.581,json5
67c246023b44ca64d40ae45a,modifying-task-tabular-4,180.392,json5
67c246023b44ca64d40ae45a,modifying-task-tabular-4_post-task-question,4.699,json5
67c246023b44ca64d40ae45a,$nasa-tlx.co.nasa-tlx,27.348,json5
67c246023b44ca64d40ae45a,post-task-survey-tlx,84.958,json5
67debe02a893eea51e8d02f2,introduction,59.289,json
67debe02a893eea51e8d02f2,qualifications,11.964,json
67debe02a893eea51e8d02f2,consent,37.242,json
67debe02a893eea51e8d02f2,task,71.032,json
67debe02a893eea51e8d02f2,writing-task-NL,178.48,json
67debe02a893eea51e8d02f2,writing-task-NL_post-task-question,7.937,json
67debe02a893eea51e8d02f2,tutorial-part1,339.599,json
67debe02a893eea51e8d02f2,tutorial-part2,265.252,json
67debe02a893eea51e8d02f2,reading-task-tabular-1,82.546,json
67debe02a893eea51e8d02f2,reading-task-tabular-1_post-task-question,9.823,json
67debe02a893eea51e8d02f2,reading-task-tabular-2,39.74,json
67debe02a893eea51e8d02f2,reading-task-tabular-2_post-task-question,7.315,json
67debe02a893eea51e8d02f2,reading-task-tabular-3,30.543,json
67debe02a893eea51e8d02f2,reading-task-tabular-3_post-task-question,5.473,json
67debe02a893eea51e8d02f2,reading-task-tabular-4,34.501,json
67debe02a893eea51e8d02f2,reading-task-tabular-4_post-task-question,7.114,json
67debe02a893eea51e8d02f2,reading-task-tabular-5,82.679,json
67debe02a893eea51e8d02f2,reading-task-tabular-5_post-task-question,14.397,json
67debe02a893eea51e8d02f2,writing-task-tabular,681.3835209523809,json
67debe02a893eea51e8d02f2,writing-task-tabular_post-task-question,7.712,json
67debe02a893eea51e8d02f2,modifying-task-tabular-1,177.05,json
67debe02a893eea51e8d02f2,modifying-task-tabular-1_post-task-question,7.632,json
67debe02a893eea51e8d02f2,modifying-task-tabular-2,93.624,json
67debe02a893eea51e8d02f2,modifying-task-tabular-2_post-task-question,6.226,json
67debe02a893eea51e8d02f2,modifying-task-tabular-3,107.444,json
67debe02a893eea51e8d02f2,modifying-task-tabular-3_post-task-question,5.297,json
67debe02a893eea51e8d02f2,modifying-task-tabular-4,179.854,json
67debe02a893eea51e8d02f2,modifying-task-tabular-4_post-task-question,20.477,json
67debe02a893eea51e8d02f2,$nasa-tlx.co.nasa-tlx,43.639,json
67debe02a893eea51e8d02f2,post-task-survey-tlx,103.049,json
673d0377254c407e5da57f97,introduction,51.828,toml
673d0377254c407e5da57f97,qualifications,11.633,toml
673d0377254c407e5da57f97,consent,77.246,toml
673d0377254c407e5da57f97,task,91.38,toml
673d0377254c407e5da57f97,writing-task-NL,224.897,toml
673d0377254c407e5da57f97,writing-task-NL_post-task-question,6.944,toml
673d0377254c407e5da57f97,tutorial-part1,179.998,toml
673d0377254c407e5da57f97,tutorial-part2,122.279,toml
673d0377254c407e5da57f97,reading-task-tabular-1,125.172,toml
