participantId,task,duration_sec,format
5d30dfa68b1523000134878f,reading-task-tabular-1,47.044,json
5d30dfa68b1523000134878f,reading-task-tabular-1_post-task-question,4.802,json
5d30dfa68b1523000134878f,reading-task-tabular-2,66.913,json
5d30dfa68b1523000134878f,reading-task-tabular-2_post-task-question,3.927,json
5d30dfa68b1523000134878f,reading-task-tabular-3,26.063,json
5d30dfa68b1523000134878f,reading-task-tabular-3_post-task-question,2.932,json
5d30dfa68b1523000134878f,reading-task-tabular-4,43.619,json
5d30dfa68b1523000134878f,reading-task-tabular-4_post-task-question,2.395,json
5d30dfa68b1523000134878f,reading-task-tabular-5,44.811,json
5d30dfa68b1523000134878f,reading-task-tabular-5_post-task-question,3.574,json
5d30dfa68b1523000134878f,writing-task-tabular,225.52954786055776,json
5d30dfa68b1523000134878f,writing-task-tabular_post-task-question,5.279,json
5d30dfa68b1523000134878f,modifying-task-tabular-1,161.677,json
5d30dfa68b1523000134878f,modifying-task-tabular-1_post-task-question,4.877,json
5d30dfa68b1523000134878f,modifying-task-tabular-2,110.596,json
5d30dfa68b1523000134878f,modifying-task-tabular-2_post-task-question,2.665,json
5d30dfa68b1523000134878f,modifying-task-tabular-3,108.818,json
5d30dfa68b1523000134878f,modifying-task-tabular-3_post-task-question,3.555,json
5d30dfa68b1523000134878f,modifying-task-tabular-4,377.963,json
5d30dfa68b1523000134878f,modifying-task-tabular-4_post-task-question,5.875,json
5d30dfa68b1523000134878f,$nasa-tlx.co.nasa-tlx,25.964,json
5d30dfa68b1523000134878f,post-task-survey-tlx,85.279,json
671a519900a99ebc15a67672,introduction,66.657,yaml
671a519900a99ebc15a67672,qualifications,312.601,yaml
671a519900a99ebc15a67672,consent,64.394,yaml
671a519900a99ebc15a67672,task,95.0,yaml
671a519900a99ebc15a67672,writing-task-NL,1058.473,yaml
671a519900a99ebc15a67672,writing-task-NL_post-task-question,12.766,yaml
671a519900a99ebc15a67672,tutorial-part1,362.575,yaml
671a519900a99ebc15a67672,tutorial-part2,299.162,yaml
671a519900a99ebc15a67672,reading-task-tabular-1,99.857,yaml
671a519900a99ebc15a67672,reading-task-tabular-1_post-task-question,14.323,yaml
671a519900a99ebc15a67672,reading-task-tabular-2,115.764,yaml
671a519900a99ebc15a67672,reading-task-tabular-2_post-task-question,7.425,yaml
671a519900a99ebc15a67672,reading-task-tabular-3,147.665,yaml
671a519900a99ebc15a67672,reading-task-tabular-3_post-task-question,8.345,yaml
671a519900a99ebc15a67672,reading-task-tabular-4,87.098,yaml
671a519900a99ebc15a67672,reading-task-tabular-4_post-task-question,6.824,yaml
671a519900a99ebc15a67672,reading-task-tabular-5,109.526,yaml
671a519900a99ebc15a67672,reading-task-tabular-5_post-task-question,12.808,yaml
671a519900a99ebc15a67672,writing-task-tabular,5193.004022544,yaml
671a519900a99ebc15a67672,writing-task-tabular_post-task-question,10.532,yaml
671a519900a99ebc15a67672,modifying-task-tabular-1,858.393,yaml
671a519900a99ebc15a67672,modifying-task-tabular-1_post-task-question,10.294,yaml
671a519900a99ebc15a67672,modifying-task-tabular-2,340.132,yaml
671a519900a99ebc15a67672,modifying-task-tabular-2_post-task-question,7.752,yaml
671a519900a99ebc15a67672,modifying-task-tabular-3,769.788,yaml
671a519900a99ebc15a67672,modifying-task-tabular-3_post-task-question,12.146,yaml
671a519900a99ebc15a67672,modifying-task-tabular-4,729.3,yaml
671a519900a99ebc15a67672,modifying-task-tabular-4_post-task-question,13.142,yaml
671a519900a99ebc15a67672,$nasa-tlx.co.nasa-tlx,43.263,yaml
671a519900a99ebc15a67672,post-task-survey-tlx,314.556,yaml
672ca6c0324ac26cdc0dd298,introduction,15.341,json5
672ca6c0324ac26cdc0dd298,qualifications,12.268,json5
672ca6c0324ac26cdc0dd298,consent,22.193,json5
672ca6c0324ac26cdc0dd298,task,69.742,json5
672ca6c0324ac26cdc0dd298,writing-task-NL,364.439,json5
672ca6c0324ac26cdc0dd298,writing-task-NL_post-task-question,9.691,json5
672ca6c0324ac26cdc0dd298,tutorial-part1,172.813,json5
672ca6c0324ac26cdc0dd298,tutorial-part2,66.314,json5
672ca6c0324ac26cdc0dd298,reading-task-tabular-1,29.87,json5
672ca6c0324ac26cdc0dd298,reading-task-tabular-1_post-task-question,8.694,json5
672ca6c0324ac26cdc0dd298,reading-task-tabular-2,57.966,json5
672ca6c0324ac26cdc0dd298,reading-task-tabular-2_post-task-question,10.359,json5
672ca6c0324ac26cdc0dd298,reading-task-tabular-3,49.886,json5
672ca6c0324ac26cdc0dd298,reading-task-tabular-3_post-task-question,9.736,json5
672ca6c0324ac26cdc0dd298,reading-task-tabular-4,88.844,json5
672ca6c0324ac26cdc0dd298,reading-task-tabular-4_post-task-question,9.718,json5
672ca6c0324ac26cdc0dd298,reading-task-tabular-5,108.914,json5
672ca6c0324ac26cdc0dd298,reading-task-tabular-5_post-task-question,5.249,json5
672ca6c0324ac26cdc0dd298,writing-task-tabular,1114.4398844400002,json5
672ca6c0324ac26cdc0dd298,writing-task-tabular_post-task-question,7.962,json5
672ca6c0324ac26cdc0dd298,modifying-task-tabular-1,193.976,json5
672ca6c0324ac26cdc0dd298,modifying-task-tabular-1_post-task-question,8.19,json5
672ca6c0324ac26cdc0dd298,modifying-task-tabular-2,214.224,json5
672ca6c0324ac26cdc0dd298,modifying-task-tabular-2_post-task-question,6.861,json5
672ca6c0324ac26cdc0dd298,modifying-task-tabular-3,53.34,json5
672ca6c0324ac26cdc0dd298,modifying-task-tabular-3_post-task-question,5.88,json5
672ca6c0324ac26cdc0dd298,modifying-task-tabular-4,246.59,json5
672ca6c0324ac26cdc0dd298,modifying-task-tabular-4_post-task-question,8.173,json5
672ca6c0324ac26cdc0dd298,$nasa-tlx.co.nasa-tlx,32.493,json5
672ca6c0324ac26cdc0dd298,post-task-survey-tlx,130.103,json5
67d7fa657f5ac0292a291a38,introduction,22.707,hjson
67d7fa657f5ac0292a291a38,qualifications,31.72,hjson
67d7fa657f5ac0292a291a38,consent,54.419,hjson
67d7fa657f5ac0292a291a38,task,48.064,hjson
67d7fa657f5ac0292a291a38,writing-task-NL,354.474,hjson
67d7fa657f5ac0292a291a38,writing-task-NL_post-task-question,9.391,hjson
67d7fa657f5ac0292a291a38,tutorial-part1,347.853,hjson
67d7fa657f5ac0292a291a38,tutorial-part2,362.272,hjson
67d7fa657f5ac0292a291a38,reading-task-tabular-1,63.635,hjson
67d7fa657f5ac0292a291a38,reading-task-tabular-1_post-task-question,10.771,hjson
67d7fa657f5ac0292a291a38,reading-task-tabular-2,160.688,hjson
67d7fa657f5ac0292a291a38,reading-task-tabular-2_post-task-question,10.514,hjson
67d7fa657f5ac0292a291a38,reading-task-tabular-3,103.968,hjson
67d7fa657f5ac0292a291a38,reading-task-tabular-3_post-task-question,8.429,hjson
67d7fa657f5ac0292a291a38,reading-task-tabular-4,142.69,hjson
67d7fa657f5ac0292a291a38,reading-task-tabular-4_post-task-question,6.739,hjson
67d7fa657f5ac0292a291a38,reading-task-tabular-5,219.104,hjson
67d7fa657f5ac0292a291a38,reading-task-tabular-5_post-task-question,8.081,hjson
67d7fa657f5ac0292a291a38,writing-task-tabular,991.1842588546256,hjson
67d7fa657f5ac0292a291a38,writing-task-tabular_post-task-question,6.876,hjson
67d7fa657f5ac0292a291a38,modifying-task-tabular-1,71.91,hjson
67d7fa657f5ac0292a291a38,modifying-task-tabular-1_post-task-question,8.217,hjson
67d7fa657f5ac0292a291a38,modifying-task-tabular-2,24.172,hjson
67d7fa657f5ac0292a291a38,modifying-task-tabular-2_post-task-question,6.777,hjson
67d7fa657f5ac0292a291a38,modifying-task-tabular-3,100.152,hjson
67d7fa657f5ac0292a291a38,modifying-task-tabular-3_post-task-question,7.394,hjson
67d7fa657f5ac0292a291a38,modifying-task-tabular-4,68.404,hjson
67d7fa657f5ac0292a291a38,modifying-task-tabular-4_post-task-question,6.743,hjson
67d7fa657f5ac0292a291a38,$nasa-tlx.co.nasa-tlx,56.19,hjson
67d7fa657f5ac0292a291a38,post-task-survey-tlx,126.882,hjson
677d185800ab83d1b0185d82,introduction,31.747,jsonc
677d185800ab83d1b0185d82,qualifications,240.558,jsonc
677d185800ab83d1b0185d82,consent,901.659,jsonc
677d185800ab83d1b0185d82,task,19.182,jsonc
677d185800ab83d1b0185d82,writing-task-NL,571.005,jsonc
677d185800ab83d1b0185d82,writing-task-NL_post-task-question,14.526,jsonc
677d185800ab83d1b0185d82,tutorial-part1,504.339,jsonc
677d185800ab83d1b0185d82,tutorial-part2,254.514,jsonc
677d185800ab83d1b0185d82,reading-task-tabular-1,125.121,jsonc
677d185800ab83d1b0185d82,reading-task-tabular-1_post-task-question,11.39,jsonc
677d185800ab83d1b0185d82,reading-task-tabular-2,167.385,jsonc
677d185800ab83d1b0185d82,reading-task-tabular-2_post-task-question,13.665,jsonc
677d185800ab83d1b0185d82,reading-task-tabular-3,91.567,jsonc
677d185800ab83d1b0185d82,reading-task-tabular-3_post-task-question,9.615,jsonc
677d185800ab83d1b0185d82,reading-task-tabular-4,94.227,jsonc
677d185800ab83d1b0185d82,reading-task-tabular-4_post-task-question,15.921,jsonc
677d185800ab83d1b0185d82,reading-task-tabular-5,234.023,jsonc
677d185800ab83d1b0185d82,reading-task-tabular-5_post-task-question,10.835,jsonc
677d185800ab83d1b0185d82,writing-task-tabular,2175.818077222222,jsonc
677d185800ab83d1b0185d82,writing-task-tabular_post-task-question,11.732,jsonc
677d185800ab83d1b0185d82,modifying-task-tabular-1,231.354,jsonc
677d185800ab83d1b0185d82,modifying-task-tabular-1_post-task-question,9.457,jsonc
677d185800ab83d1b0185d82,modifying-task-tabular-2,25.765,jsonc
677d185800ab83d1b0185d82,modifying-task-tabular-2_post-task-question,19.625,jsonc
677d185800ab83d1b0185d82,modifying-task-tabular-3,41.535,jsonc
677d185800ab83d1b0185d82,modifying-task-tabular-3_post-task-question,18.952,jsonc
677d185800ab83d1b0185d82,modifying-task-tabular-4,18.658,jsonc
677d185800ab83d1b0185d82,modifying-task-tabular-4_post-task-question,9.207,jsonc
677d185800ab83d1b0185d82,$nasa-tlx.co.nasa-tlx,26.047,jsonc
677d185800ab83d1b0185d82,post-task-survey-tlx,210.644,jsonc
5b68c9eb87af310001584803,introduction,16.004,json5
5b68c9eb87af310001584803,qualifications,9.178,json5
5b68c9eb87af310001584803,consent,13.204,json5
5b68c9eb87af310001584803,task,25.123,json5
5b68c9eb87af310001584803,writing-task-NL,182.318,json5
5b68c9eb87af310001584803,writing-task-NL_post-task-question,4.879,json5
5b68c9eb87af310001584803,tutorial-part1,217.009,json5
5b68c9eb87af310001584803,tutorial-part2,25.947,json5
5b68c9eb87af310001584803,reading-task-tabular-1,58.93,json5
5b68c9eb87af310001584803,reading-task-tabular-1_post-task-question,4.582,json5
5b68c9eb87af310001584803,reading-task-tabular-2,50.52,json5
5b68c9eb87af310001584803,reading-task-tabular-2_post-task-question,5.199,json5
5b68c9eb87af310001584803,reading-task-tabular-3,37.599,json5
5b68c9eb87af310001584803,reading-task-tabular-3_post-task-question,7.797,json5
5b68c9eb87af310001584803,reading-task-tabular-4,31.598,json5
5b68c9eb87af310001584803,reading-task-tabular-4_post-task-question,4.724,json5
5b68c9eb87af310001584803,reading-task-tabular-5,38.327,json5
5b68c9eb87af310001584803,reading-task-tabular-5_post-task-question,4.708,json5
5b68c9eb87af310001584803,writing-task-tabular,203.2122215873016,json5
5b68c9eb87af310001584803,writing-task-tabular_post-task-question,4.697,json5
5b68c9eb87af310001584803,modifying-task-tabular-1,221.059,json5
5b68c9eb87af310001584803,modifying-task-tabular-1_post-task-question,4.904,json5
5b68c9eb87af310001584803,modifying-task-tabular-2,111.513,json5
5b68c9eb87af310001584803,modifying-task-tabular-2_post-task-question,3.86,json5
5b68c9eb87af310001584803,modifying-task-tabular-3,63.484,json5
5b68c9eb87af310001584803,modifying-task-tabular-3_post-task-question,4.379,json5
5b68c9eb87af310001584803,modifying-task-tabular-4,7.533,json5
5b68c9eb87af310001584803,modifying-task-tabular-4_post-task-question,3.992,json5
5b68c9eb87af310001584803,$nasa-tlx.co.nasa-tlx,14.53,json5
5b68c9eb87af310001584803,post-task-survey-tlx,27.641,json5
6784ff2095dd9b97e969b01f,introduction,45.913,jsonc
6784ff2095dd9b97e969b01f,qualifications,31.957,jsonc
6784ff2095dd9b97e969b01f,consent,237.473,jsonc
6784ff2095dd9b97e969b01f,task,103.62,jsonc
6784ff2095dd9b97e969b01f,writing-task-NL,294.358,jsonc
6784ff2095dd9b97e969b01f,writing-task-NL_post-task-question,12.749,jsonc
6784ff2095dd9b97e969b01f,tutorial-part1,404.7,jsonc
6784ff2095dd9b97e969b01f,tutorial-part2,251.488,jsonc
6784ff2095dd9b97e969b01f,reading-task-tabular-1,257.142,jsonc
6784ff2095dd9b97e969b01f,reading-task-tabular-1_post-task-question,9.719,jsonc
6784ff2095dd9b97e969b01f,reading-task-tabular-2,171.584,jsonc
6784ff2095dd9b97e969b01f,reading-task-tabular-2_post-task-question,5.307,jsonc
6784ff2095dd9b97e969b01f,reading-task-tabular-3,92.934,jsonc
6784ff2095dd9b97e969b01f,reading-task-tabular-3_post-task-question,6.958,jsonc
6784ff2095dd9b97e969b01f,reading-task-tabular-4,43.051,jsonc
6784ff2095dd9b97e969b01f,reading-task-tabular-4_post-task-question,5.866,jsonc
6784ff2095dd9b97e969b01f,reading-task-tabular-5,69.734,jsonc
6784ff2095dd9b97e969b01f,reading-task-tabular-5_post-task-question,7.457,jsonc
6784ff2095dd9b97e969b01f,writing-task-tabular,849.3038678299596,jsonc
6784ff2095dd9b97e969b01f,writing-task-tabular_post-task-question,9.535,jsonc
6784ff2095dd9b97e969b01f,modifying-task-tabular-1,290.935,jsonc
6784ff2095dd9b97e969b01f,modifying-task-tabular-1_post-task-question,7.38,jsonc
6784ff2095dd9b97e969b01f,modifying-task-tabular-2,161.626,jsonc
6784ff2095dd9b97e969b01f,modifying-task-tabular-2_post-task-question,6.527,jsonc
6784ff2095dd9b97e969b01f,modifying-task-tabular-3,77.481,jsonc
6784ff2095dd9b97e969b01f,modifying-task-tabular-3_post-task-question,7.969,jsonc
6784ff2095dd9b97e969b01f,modifying-task-tabular-4,215.261,jsonc
6784ff2095dd9b97e969b01f,modifying-task-tabular-4_post-task-question,8.358,jsonc
6784ff2095dd9b97e969b01f,$nasa-tlx.co.nasa-tlx,30.341,jsonc
6784ff2095dd9b97e969b01f,post-task-survey-tlx,115.213,jsonc
67eff2b1a264260e948a4d14,introduction,5.393,xml
67eff2b1a264260e948a4d14,qualifications,8.621,xml
67eff2b1a264260e948a4d14,consent,43.51,xml
67eff2b1a264260e948a4d14,task,72.358,xml
67eff2b1a264260e948a4d14,writing-task-NL,286.652,xml
67eff2b1a264260e948a4d14,writing-task-NL_post-task-question,11.36,xml
67eff2b1a264260e948a4d14,tutorial-part1,507.035,xml
67eff2b1a264260e948a4d14,tutorial-part2,349.113,xml
67eff2b1a264260e948a4d14,reading-task-tabular-1,264.771,xml
67eff2b1a264260e948a4d14,reading-task-tabular-1_post-task-question,8.428,xml
67eff2b1a264260e948a4d14,reading-task-tabular-2,182.752,xml
67eff2b1a264260e948a4d14,reading-task-tabular-2_post-task-question,7.104,xml
67eff2b1a264260e948a4d14,reading-task-tabular-3,45.201,xml
67eff2b1a264260e948a4d14,reading-task-tabular-3_post-task-question,4.273,xml
67eff2b1a264260e948a4d14,reading-task-tabular-4,47.352,xml
67eff2b1a264260e948a4d14,reading-task-tabular-4_post-task-question,3.251,xml
67eff2b1a264260e948a4d14,reading-task-tabular-5,56.343,xml
67eff2b1a264260e948a4d14,reading-task-tabular-5_post-task-question,2.809,xml
67eff2b1a264260e948a4d14,writing-task-tabular,1209.6006335298805,xml
67eff2b1a264260e948a4d14,writing-task-tabular_post-task-question,7.605,xml
67eff2b1a264260e948a4d14,modifying-task-tabular-1,480.478,xml
67eff2b1a264260e948a4d14,modifying-task-tabular-1_post-task-question,6.292,xml
67eff2b1a264260e948a4d14,modifying-task-tabular-2,238.615,xml
67eff2b1a264260e948a4d14,modifying-task-tabular-2_post-task-question,7.826,xml
67eff2b1a264260e948a4d14,modifying-task-tabular-3,123.503,xml
67eff2b1a264260e948a4d14,modifying-task-tabular-3_post-task-question,4.234,xml
67eff2b1a264260e948a4d14,modifying-task-tabular-4,229.883,xml
67eff2b1a264260e948a4d14,modifying-task-tabular-4_post-task-question,6.394,xml
67eff2b1a264260e948a4d14,$nasa-tlx.co.nasa-tlx,40.836,xml
67eff2b1a264260e948a4d14,post-task-survey-tlx,51.94,xml
5ecc71c95c92c2000a9e9a19,introduction,23.714,jsonc
5ecc71c95c92c2000a9e9a19,qualifications,15.339,jsonc
5ecc71c95c92c2000a9e9a19,consent,115.474,jsonc
5ecc71c95c92c2000a9e9a19,task,65.21,jsonc
5ecc71c95c92c2000a9e9a19,writing-task-NL,98.397,jsonc
5ecc71c95c92c2000a9e9a19,writing-task-NL_post-task-question,5.47,jsonc
5ecc71c95c92c2000a9e9a19,tutorial-part1,192.113,jsonc
5ecc71c95c92c2000a9e9a19,tutorial-part2,190.389,jsonc
5ecc71c95c92c2000a9e9a19,reading-task-tabular-1,63.4,jsonc
5ecc71c95c92c2000a9e9a19,reading-task-tabular-1_post-task-question,3.806,jsonc
5ecc71c95c92c2000a9e9a19,reading-task-tabular-2,42.171,jsonc
5ecc71c95c92c2000a9e9a19,reading-task-tabular-2_post-task-question,2.685,jsonc
5ecc71c95c92c2000a9e9a19,reading-task-tabular-3,32.646,jsonc
5ecc71c95c92c2000a9e9a19,reading-task-tabular-3_post-task-question,2.064,jsonc
5ecc71c95c92c2000a9e9a19,reading-task-tabular-4,40.088,jsonc
5ecc71c95c92c2000a9e9a19,reading-task-tabular-4_post-task-question,1.892,jsonc
5ecc71c95c92c2000a9e9a19,reading-task-tabular-5,47.808,jsonc
5ecc71c95c92c2000a9e9a19,reading-task-tabular-5_post-task-question,1.98,jsonc
5ecc71c95c92c2000a9e9a19,writing-task-tabular,260.0050918214285,jsonc
5ecc71c95c92c2000a9e9a19,writing-task-tabular_post-task-question,3.558,jsonc
5ecc71c95c92c2000a9e9a19,modifying-task-tabular-1,72.483,jsonc
5ecc71c95c92c2000a9e9a19,modifying-task-tabular-1_post-task-question,2.075,jsonc
5ecc71c95c92c2000a9e9a19,modifying-task-tabular-2,74.823,jsonc
5ecc71c95c92c2000a9e9a19,modifying-task-tabular-2_post-task-question,1.816,jsonc
5ecc71c95c92c2000a9e9a19,modifying-task-tabular-3,89.995,jsonc
5ecc71c95c92c2000a9e9a19,modifying-task-tabular-3_post-task-question,3.471,jsonc
5ecc71c95c92c2000a9e9a19,modifying-task-tabular-4,466.427,jsonc
5ecc71c95c92c2000a9e9a19,modifying-task-tabular-4_post-task-question,2.667,jsonc
5ecc71c95c92c2000a9e9a19,$nasa-tlx.co.nasa-tlx,40.787,jsonc
5ecc71c95c92c2000a9e9a19,post-task-survey-tlx,92.853,jsonc
61267b828ead584bcf092e35,introduction,107.568,hjson
61267b828ead584bcf092e35,qualifications,74.639,hjson
61267b828ead584bcf092e35,consent,112.69,hjson
61267b828ead584bcf092e35,task,124.739,hjson
61267b828ead584bcf092e35,writing-task-NL,328.856,hjson
61267b828ead584bcf092e35,writing-task-NL_post-task-question,15.057,hjson
61267b828ead584bcf092e35,tutorial-part1,773.127,hjson
61267b828ead584bcf092e35,tutorial-part2,613.304,hjson
61267b828ead584bcf092e35,reading-task-tabular-1,158.554,hjson
61267b828ead584bcf092e35,reading-task-tabular-1_post-task-question,8.07,hjson
61267b828ead584bcf092e35,reading-task-tabular-2,91.768,hjson
61267b828ead584bcf092e35,reading-task-tabular-2_post-task-question,4.736,hjson
61267b828ead584bcf092e35,reading-task-tabular-3,51.608,hjson
61267b828ead584bcf092e35,reading-task-tabular-3_post-task-question,4.483,hjson
61267b828ead584bcf092e35,reading-task-tabular-4,57.813,hjson
61267b828ead584bcf092e35,reading-task-tabular-4_post-task-question,5.899,hjson
61267b828ead584bcf092e35,reading-task-tabular-5,196.664,hjson
61267b828ead584bcf092e35,reading-task-tabular-5_post-task-question,5.195,hjson
61267b828ead584bcf092e35,writing-task-tabular,2137.159454920635,hjson
61267b828ead584bcf092e35,writing-task-tabular_post-task-question,8.53,hjson
61267b828ead584bcf092e35,modifying-task-tabular-1,278.192,hjson
61267b828ead584bcf092e35,modifying-task-tabular-1_post-task-question,9.468,hjson
61267b828ead584bcf092e35,modifying-task-tabular-2,82.226,hjson
61267b828ead584bcf092e35,modifying-task-tabular-2_post-task-question,5.165,hjson
61267b828ead584bcf092e35,modifying-task-tabular-3,81.986,hjson
61267b828ead584bcf092e35,modifying-task-tabular-3_post-task-question,14.704,hjson
61267b828ead584bcf092e35,modifying-task-tabular-4,227.62,hjson
61267b828ead584bcf092e35,modifying-task-tabular-4_post-task-question,7.236,hjson
61267b828ead584bcf092e35,$nasa-tlx.co.nasa-tlx,39.022,hjson
61267b828ead584bcf092e35,post-task-survey-tlx,63.691,hjson
6501c0a2e788b5556c24569d,introduction,303.73,xml
6501c0a2e788b5556c24569d,qualifications,9.321,xml
6501c0a2e788b5556c24569d,consent,17.342,xml
6501c0a2e788b5556c24569d,task,73.91,xml
6501c0a2e788b5556c24569d,writing-task-NL,254.208,xml
6501c0a2e788b5556c24569d,writing-task-NL_post-task-question,9.747,xml
6501c0a2e788b5556c24569d,tutorial-part1,84.417,xml
6501c0a2e788b5556c24569d,tutorial-part2,196.751,xml
6501c0a2e788b5556c24569d,reading-task-tabular-1,63.602,xml
6501c0a2e788b5556c24569d,reading-task-tabular-1_post-task-question,7.634,xml
6501c0a2e788b5556c24569d,reading-task-tabular-2,32.35,xml
6501c0a2e788b5556c24569d,reading-task-tabular-2_post-task-question,6.024,xml
6501c0a2e788b5556c24569d,reading-task-tabular-3,24.901,xml
6501c0a2e788b5556c24569d,reading-task-tabular-3_post-task-question,6.691,xml
6501c0a2e788b5556c24569d,reading-task-tabular-4,18.874,xml
6501c0a2e788b5556c24569d,reading-task-tabular-4_post-task-question,4.466,xml
6501c0a2e788b5556c24569d,reading-task-tabular-5,19.333,xml
6501c0a2e788b5556c24569d,reading-task-tabular-5_post-task-question,6.374,xml
6501c0a2e788b5556c24569d,writing-task-tabular,351.8876771952191,xml
6501c0a2e788b5556c24569d,writing-task-tabular_post-task-question,8.678,xml
6501c0a2e788b5556c24569d,modifying-task-tabular-1,150.796,xml
6501c0a2e788b5556c24569d,modifying-task-tabular-1_post-task-question,7.867,xml
6501c0a2e788b5556c24569d,modifying-task-tabular-2,78.273,xml
6501c0a2e788b5556c24569d,modifying-task-tabular-2_post-task-question,5.131,xml
6501c0a2e788b5556c24569d,modifying-task-tabular-3,67.821,xml
6501c0a2e788b5556c24569d,modifying-task-tabular-3_post-task-question,7.156,xml
6501c0a2e788b5556c24569d,modifying-task-tabular-4,380.727,xml
6501c0a2e788b5556c24569d,modifying-task-tabular-4_post-task-question,3.842,xml
6501c0a2e788b5556c24569d,$nasa-tlx.co.nasa-tlx,57.52,xml
6501c0a2e788b5556c24569d,post-task-survey-tlx,73.237,xml
637d8ca00150ac6e71a34ec9,introduction,16.476,yaml
637d8ca00150ac6e71a34ec9,qualifications,22.229,yaml
637d8ca00150ac6e71a34ec9,consent,51.698,yaml
637d8ca00150ac6e71a34ec9,task,139.103,yaml
637d8ca00150ac6e71a34ec9,writing-task-NL,143.27,yaml
637d8ca00150ac6e71a34ec9,writing-task-NL_post-task-question,11.27,yaml
637d8ca00150ac6e71a34ec9,tutorial-part1,397.554,yaml
637d8ca00150ac6e71a34ec9,tutorial-part2,178.072,yaml
637d8ca00150ac6e71a34ec9,reading-task-tabular-1,96.835,yaml
637d8ca00150ac6e71a34ec9,reading-task-tabular-1_post-task-question,14.789,yaml
637d8ca00150ac6e71a34ec9,reading-task-tabular-2,70.478,yaml
637d8ca00150ac6e71a34ec9,reading-task-tabular-2_post-task-question,10.989,yaml
637d8ca00150ac6e71a34ec9,reading-task-tabular-3,24.259,yaml
637d8ca00150ac6e71a34ec9,reading-task-tabular-3_post-task-question,6.834,yaml
637d8ca00150ac6e71a34ec9,reading-task-tabular-4,34.094,yaml
637d8ca00150ac6e71a34ec9,reading-task-tabular-4_post-task-question,4.65,yaml
637d8ca00150ac6e71a34ec9,reading-task-tabular-5,131.415,yaml
637d8ca00150ac6e71a34ec9,reading-task-tabular-5_post-task-question,12.906,yaml
637d8ca00150ac6e71a34ec9,writing-task-tabular,273.3955646721311,yaml
637d8ca00150ac6e71a34ec9,writing-task-tabular_post-task-question,8.451,yaml
637d8ca00150ac6e71a34ec9,modifying-task-tabular-1,379.406,yaml
637d8ca00150ac6e71a34ec9,modifying-task-tabular-1_post-task-question,6.899,yaml
637d8ca00150ac6e71a34ec9,modifying-task-tabular-2,95.599,yaml
637d8ca00150ac6e71a34ec9,modifying-task-tabular-2_post-task-question,7.629,yaml
637d8ca00150ac6e71a34ec9,modifying-task-tabular-3,566.078,yaml
637d8ca00150ac6e71a34ec9,modifying-task-tabular-3_post-task-question,7.773,yaml
637d8ca00150ac6e71a34ec9,modifying-task-tabular-4,1040.404,yaml
637d8ca00150ac6e71a34ec9,modifying-task-tabular-4_post-task-question,7.412,yaml
637d8ca00150ac6e71a34ec9,$nasa-tlx.co.nasa-tlx,32.429,yaml
637d8ca00150ac6e71a34ec9,post-task-survey-tlx,57.351,yaml
67cb01a82dda2577eb6ee320,introduction,25.645,json
67cb01a82dda2577eb6ee320,qualifications,130.505,json
67cb01a82dda2577eb6ee320,consent,40.213,json
67cb01a82dda2577eb6ee320,task,62.07,json
67cb01a82dda2577eb6ee320,writing-task-NL,332.905,json
67cb01a82dda2577eb6ee320,writing-task-NL_post-task-question,16.516,json
67cb01a82dda2577eb6ee320,tutorial-part1,1009.976,json
67cb01a82dda2577eb6ee320,tutorial-part2,411.297,json
67cb01a82dda2577eb6ee320,reading-task-tabular-1,495.77,json
67cb01a82dda2577eb6ee320,reading-task-tabular-1_post-task-question,6.198,json
67cb01a82dda2577eb6ee320,reading-task-tabular-2,74.007,json
67cb01a82dda2577eb6ee320,reading-task-tabular-2_post-task-question,4.189,json
67cb01a82dda2577eb6ee320,reading-task-tabular-3,90.388,json
67cb01a82dda2577eb6ee320,reading-task-tabular-3_post-task-question,3.08,json
67cb01a82dda2577eb6ee320,reading-task-tabular-4,63.936,json
67cb01a82dda2577eb6ee320,reading-task-tabular-4_post-task-question,3.741,json
67cb01a82dda2577eb6ee320,reading-task-tabular-5,126.276,json
67cb01a82dda2577eb6ee320,reading-task-tabular-5_post-task-question,2.373,json
67cb01a82dda2577eb6ee320,writing-task-tabular,1385.88617824,json
67cb01a82dda2577eb6ee320,writing-task-tabular_post-task-question,7.172,json
67cb01a82dda2577eb6ee320,modifying-task-tabular-1,339.658,json
67cb01a82dda2577eb6ee320,modifying-task-tabular-1_post-task-question,4.89,json
67cb01a82dda2577eb6ee320,modifying-task-tabular-2,225.374,json
67cb01a82dda2577eb6ee320,modifying-task-tabular-2_post-task-question,5.591,json
67cb01a82dda2577eb6ee320,modifying-task-tabular-3,447.868,json
67cb01a82dda2577eb6ee320,modifying-task-tabular-3_post-task-question,2.714,json
67cb01a82dda2577eb6ee320,modifying-task-tabular-4,915.269,json
67cb01a82dda2577eb6ee320,modifying-task-tabular-4_post-task-question,5.751,json
67cb01a82dda2577eb6ee320,$nasa-tlx.co.nasa-tlx,64.949,json
67cb01a82dda2577eb6ee320,post-task-survey-tlx,142.388,json
67e17bac09359e09118892b4,introduction,26.646,json5
67e17bac09359e09118892b4,qualifications,54.246,json5
67e17bac09359e09118892b4,consent,79.881,json5
67e17bac09359e09118892b4,task,110.45,json5
