participantId,task_id,score,score_z,format
66475d6f7b27e4443ef0d031,1,0.9934895833333333,0.3922220462848458,json
67e571bef6af7ecd9c29ad72,1,0.9934895833333333,0.3922220462848458,json
60f1f1d4ac991a259b83f603,1,0.99609375,0.40081856627880597,json
673c13c9d37c8a73bc80b8ce,1,0.9986979166666667,0.4094150862727662,json
667ac09492ea0caadf488520,1,0.4817708333333333,-1.296994132528283,json
67debe02a893eea51e8d02f2,1,0.9986979166666667,0.4094150862727662,json
615200d54efc832849db2259,1,0.9986979166666667,0.4094150862727662,json
66b0d065329001a04e5ae671,1,0.9934895833333333,0.3922220462848458,json
5e3b5fa9255e7a37bc841135,1,0.9986979166666667,0.4094150862727662,json
5d30dfa68b1523000134878f,1,0.9986979166666667,0.4094150862727662,json
67cb01a82dda2577eb6ee320,1,0.9986979166666667,0.4094150862727662,json
67cd944859dabbd1d4552d39,1,0.0514018691588785,-2.7176694881656074,json
57c357770e6a1f00015f6038,1,0.9986979166666667,0.4094150862727662,json
5f29eff59714081a3594a331,1,0.9986979166666667,0.4094150862727662,json
65be552ceed6a0595fa1feb5,1,0.9947916666666667,0.3965203062818262,json
667983594f7d5d70a78c6e5a,1,0.0051546391752577,-2.87033453925788,json
66b246951b9aefec80b7158a,1,0.9986979166666667,0.4094150862727662,json
67f5bb69760b211cdfe8021c,1,0.9986979166666667,0.4094150862727662,jsonc
678bad003d15e6aba1ee5a5d,1,0.9986979166666667,0.4094150862727662,jsonc
67f0c5d37f91ceae5cb3b318,1,0.99609375,0.40081856627880597,jsonc
67aee0dfad3492b61a9ba0eb,1,0.9986979166666667,0.4094150862727662,jsonc
6734346ca8e90c2da6fb4509,1,0.9986979166666667,0.4094150862727662,jsonc
67ab214c2cde1be7c45535ac,1,0.9973958333333333,0.4051168262757857,jsonc
607728dc0b4f8590b94ae57c,1,0.9986979166666667,0.4094150862727662,jsonc
5dafea4de40355001651fa2f,1,0.9827127659574468,0.35664708588430977,jsonc
677d185800ab83d1b0185d82,1,0.9908854166666667,0.3836255262908863,jsonc
6784ff2095dd9b97e969b01f,1,0.9986979166666667,0.4094150862727662,jsonc
5ecc71c95c92c2000a9e9a19,1,0.9986979166666667,0.4094150862727662,jsonc
66781db404eab5e142f849d9,1,0.9921875,0.38792378628786606,jsonc
67e12acb51605ac16c227598,1,0.9973958333333333,0.4051168262757857,jsonc
66a662a0a709312db9de01f2,1,0.0051546391752577,-2.87033453925788,jsonc
67ab650c320eccf6141d4010,1,0.48046875,-1.3012923925252629,jsonc
64457bc906c125cebd4bf66b,1,0.9947916666666667,0.3965203062818262,json5
673e43cc760355e9e4f042a3,1,0.9947916666666667,0.3965203062818262,json5
6788c1c724c24dc56b08790a,1,0.9934895833333333,0.3922220462848458,json5
67c246023b44ca64d40ae45a,1,0.0051546391752577,-2.87033453925788,json5
672d98919cc177d28c204e76,1,0.9934895833333333,0.3922220462848458,json5
67f1a4f8dd44e7cd5adffa29,1,0.9973958333333333,0.4051168262757857,json5
