participantId,task,score,score_z,format
60f1f1d4ac991a259b83f603,reading-task-2,1.0,0.26457513110645925,json
60f1f1d4ac991a259b83f603,reading-task-3,0.0,-1.4974726182552518,json
60f1f1d4ac991a259b83f603,reading-task-4,1.0,0.30304576336566325,json
60f1f1d4ac991a259b83f603,reading-task-5,1.0,0.8038369524685001,json
678f0bb28ec3307e4f1afb78,reading-task-1,1.0,0.41931393468876743,hjson
678f0bb28ec3307e4f1afb78,reading-task-2,1.0,0.26457513110645925,hjson
678f0bb28ec3307e4f1afb78,reading-task-3,1.0,0.6677918432759907,hjson
678f0bb28ec3307e4f1afb78,reading-task-4,1.0,0.30304576336566325,hjson
678f0bb28ec3307e4f1afb78,reading-task-5,1.0,0.8038369524685001,hjson
669b961e1c9cf30a26bb57d2,reading-task-1,1.0,0.41931393468876743,xml
669b961e1c9cf30a26bb57d2,reading-task-2,1.0,0.26457513110645925,xml
669b961e1c9cf30a26bb57d2,reading-task-3,1.0,0.6677918432759907,xml
669b961e1c9cf30a26bb57d2,reading-task-4,1.0,0.30304576336566325,xml
669b961e1c9cf30a26bb57d2,reading-task-5,1.0,0.8038369524685001,xml
673c13c9d37c8a73bc80b8ce,reading-task-1,1.0,0.41931393468876743,json
673c13c9d37c8a73bc80b8ce,reading-task-2,1.0,0.26457513110645925,json
673c13c9d37c8a73bc80b8ce,reading-task-3,1.0,0.6677918432759907,json
673c13c9d37c8a73bc80b8ce,reading-task-4,1.0,0.30304576336566325,json
673c13c9d37c8a73bc80b8ce,reading-task-5,0.0,-1.2440333788202975,json
66992f58a7964f557fc75f58,reading-task-1,1.0,0.41931393468876743,toml
66992f58a7964f557fc75f58,reading-task-2,1.0,0.26457513110645925,toml
66992f58a7964f557fc75f58,reading-task-3,1.0,0.6677918432759907,toml
66992f58a7964f557fc75f58,reading-task-4,1.0,0.30304576336566325,toml
66992f58a7964f557fc75f58,reading-task-5,1.0,0.8038369524685001,toml
60721c2da01b3a616edba9a7,reading-task-1,0.0,-2.3848480035423645,xml
60721c2da01b3a616edba9a7,reading-task-2,1.0,0.26457513110645925,xml
60721c2da01b3a616edba9a7,reading-task-3,0.0,-1.4974726182552518,xml
60721c2da01b3a616edba9a7,reading-task-4,1.0,0.30304576336566325,xml
60721c2da01b3a616edba9a7,reading-task-5,1.0,0.8038369524685001,xml
673e43cc760355e9e4f042a3,reading-task-1,1.0,0.41931393468876743,json5
673e43cc760355e9e4f042a3,reading-task-2,1.0,0.26457513110645925,json5
673e43cc760355e9e4f042a3,reading-task-3,0.0,-1.4974726182552518,json5
673e43cc760355e9e4f042a3,reading-task-4,1.0,0.30304576336566325,json5
673e43cc760355e9e4f042a3,reading-task-5,0.0,-1.2440333788202975,json5
60a0b744298c64d46b63e893,reading-task-1,1.0,0.41931393468876743,hjson
60a0b744298c64d46b63e893,reading-task-2,1.0,0.26457513110645925,hjson
60a0b744298c64d46b63e893,reading-task-3,1.0,0.6677918432759907,hjson
60a0b744298c64d46b63e893,reading-task-4,1.0,0.30304576336566325,hjson
60a0b744298c64d46b63e893,reading-task-5,1.0,0.8038369524685001,hjson
67dc19c31078d1581e39e75a,reading-task-1,0.0,-2.3848480035423645,yaml
67dc19c31078d1581e39e75a,reading-task-2,1.0,0.26457513110645925,yaml
67dc19c31078d1581e39e75a,reading-task-3,0.0,-1.4974726182552518,yaml
67dc19c31078d1581e39e75a,reading-task-4,1.0,0.30304576336566325,yaml
67dc19c31078d1581e39e75a,reading-task-5,0.0,-1.2440333788202975,yaml
678bad003d15e6aba1ee5a5d,reading-task-1,1.0,0.41931393468876743,jsonc
678bad003d15e6aba1ee5a5d,reading-task-2,1.0,0.26457513110645925,jsonc
678bad003d15e6aba1ee5a5d,reading-task-3,1.0,0.6677918432759907,jsonc
678bad003d15e6aba1ee5a5d,reading-task-4,1.0,0.30304576336566325,jsonc
678bad003d15e6aba1ee5a5d,reading-task-5,1.0,0.8038369524685001,jsonc
66cdfebcb908ea2717d06b6c,reading-task-1,1.0,0.41931393468876743,hjson
66cdfebcb908ea2717d06b6c,reading-task-2,1.0,0.26457513110645925,hjson
66cdfebcb908ea2717d06b6c,reading-task-3,1.0,0.6677918432759907,hjson
66cdfebcb908ea2717d06b6c,reading-task-4,1.0,0.30304576336566325,hjson
66cdfebcb908ea2717d06b6c,reading-task-5,0.0,-1.2440333788202975,hjson
67f0c5d37f91ceae5cb3b318,reading-task-1,1.0,0.41931393468876743,jsonc
67f0c5d37f91ceae5cb3b318,reading-task-2,1.0,0.26457513110645925,jsonc
67f0c5d37f91ceae5cb3b318,reading-task-3,1.0,0.6677918432759907,jsonc
67f0c5d37f91ceae5cb3b318,reading-task-4,1.0,0.30304576336566325,jsonc
67f0c5d37f91ceae5cb3b318,reading-task-5,1.0,0.8038369524685001,jsonc
56cb8858edf8da000b6df354,reading-task-1,1.0,0.41931393468876743,hjson
56cb8858edf8da000b6df354,reading-task-2,1.0,0.26457513110645925,hjson
56cb8858edf8da000b6df354,reading-task-3,1.0,0.6677918432759907,hjson
56cb8858edf8da000b6df354,reading-task-4,1.0,0.30304576336566325,hjson
56cb8858edf8da000b6df354,reading-task-5,1.0,0.8038369524685001,hjson
67aee0dfad3492b61a9ba0eb,reading-task-1,1.0,0.41931393468876743,jsonc
67aee0dfad3492b61a9ba0eb,reading-task-2,1.0,0.26457513110645925,jsonc
67aee0dfad3492b61a9ba0eb,reading-task-3,1.0,0.6677918432759907,jsonc
67aee0dfad3492b61a9ba0eb,reading-task-4,1.0,0.30304576336566325,jsonc
67aee0dfad3492b61a9ba0eb,reading-task-5,1.0,0.8038369524685001,jsonc
667971a555af1f83d3f29ae7,reading-task-1,1.0,0.41931393468876743,hjson
667971a555af1f83d3f29ae7,reading-task-2,1.0,0.26457513110645925,hjson
667971a555af1f83d3f29ae7,reading-task-3,1.0,0.6677918432759907,hjson
667971a555af1f83d3f29ae7,reading-task-4,1.0,0.30304576336566325,hjson
667971a555af1f83d3f29ae7,reading-task-5,1.0,0.8038369524685001,hjson
5c6414540821d30001046198,reading-task-1,1.0,0.41931393468876743,hjson
5c6414540821d30001046198,reading-task-2,1.0,0.26457513110645925,hjson
5c6414540821d30001046198,reading-task-3,1.0,0.6677918432759907,hjson
5c6414540821d30001046198,reading-task-4,1.0,0.30304576336566325,hjson
5c6414540821d30001046198,reading-task-5,1.0,0.8038369524685001,hjson
6788c1c724c24dc56b08790a,reading-task-1,1.0,0.41931393468876743,json5
6788c1c724c24dc56b08790a,reading-task-2,1.0,0.26457513110645925,json5
6788c1c724c24dc56b08790a,reading-task-3,0.0,-1.4974726182552518,json5
6788c1c724c24dc56b08790a,reading-task-4,1.0,0.30304576336566325,json5
6788c1c724c24dc56b08790a,reading-task-5,1.0,0.8038369524685001,json5
67adb520391eb17f214a50b4,reading-task-1,1.0,0.41931393468876743,yaml
67adb520391eb17f214a50b4,reading-task-2,1.0,0.26457513110645925,yaml
67adb520391eb17f214a50b4,reading-task-3,0.0,-1.4974726182552518,yaml
67adb520391eb17f214a50b4,reading-task-4,1.0,0.30304576336566325,yaml
67adb520391eb17f214a50b4,reading-task-5,1.0,0.8038369524685001,yaml
67d95269b47464c18da766ca,reading-task-1,0.0,-2.3848480035423645,xml
67d95269b47464c18da766ca,reading-task-2,1.0,0.26457513110645925,xml
67d95269b47464c18da766ca,reading-task-3,1.0,0.6677918432759907,xml
67d95269b47464c18da766ca,reading-task-4,1.0,0.30304576336566325,xml
67d95269b47464c18da766ca,reading-task-5,1.0,0.8038369524685001,xml
64275e53f51a5ed4f6b7d019,reading-task-1,1.0,0.41931393468876743,toml
64275e53f51a5ed4f6b7d019,reading-task-2,1.0,0.26457513110645925,toml
64275e53f51a5ed4f6b7d019,reading-task-3,1.0,0.6677918432759907,toml
64275e53f51a5ed4f6b7d019,reading-task-4,1.0,0.30304576336566325,toml
64275e53f51a5ed4f6b7d019,reading-task-5,1.0,0.8038369524685001,toml
6734346ca8e90c2da6fb4509,reading-task-1,0.0,-2.3848480035423645,jsonc
6734346ca8e90c2da6fb4509,reading-task-2,1.0,0.26457513110645925,jsonc
6734346ca8e90c2da6fb4509,reading-task-3,1.0,0.6677918432759907,jsonc
6734346ca8e90c2da6fb4509,reading-task-4,1.0,0.30304576336566325,jsonc
6734346ca8e90c2da6fb4509,reading-task-5,1.0,0.8038369524685001,jsonc
66049694dfb8828a8f3dce70,reading-task-1,1.0,0.41931393468876743,yaml
66049694dfb8828a8f3dce70,reading-task-2,1.0,0.26457513110645925,yaml
66049694dfb8828a8f3dce70,reading-task-3,1.0,0.6677918432759907,yaml
66049694dfb8828a8f3dce70,reading-task-4,1.0,0.30304576336566325,yaml
66049694dfb8828a8f3dce70,reading-task-5,1.0,0.8038369524685001,yaml
67ab214c2cde1be7c45535ac,reading-task-1,1.0,0.41931393468876743,jsonc
67ab214c2cde1be7c45535ac,reading-task-2,1.0,0.26457513110645925,jsonc
67ab214c2cde1be7c45535ac,reading-task-3,1.0,0.6677918432759907,jsonc
67ab214c2cde1be7c45535ac,reading-task-4,1.0,0.30304576336566325,jsonc
67ab214c2cde1be7c45535ac,reading-task-5,1.0,0.8038369524685001,jsonc
607728dc0b4f8590b94ae57c,reading-task-1,1.0,0.41931393468876743,jsonc
607728dc0b4f8590b94ae57c,reading-task-2,1.0,0.26457513110645925,jsonc
607728dc0b4f8590b94ae57c,reading-task-3,1.0,0.6677918432759907,jsonc
607728dc0b4f8590b94ae57c,reading-task-4,1.0,0.30304576336566325,jsonc
607728dc0b4f8590b94ae57c,reading-task-5,1.0,0.8038369524685001,jsonc
667c18ace97ab6869cb1c50e,reading-task-1,1.0,0.41931393468876743,hjson
667c18ace97ab6869cb1c50e,reading-task-2,1.0,0.26457513110645925,hjson
667c18ace97ab6869cb1c50e,reading-task-3,1.0,0.6677918432759907,hjson
667c18ace97ab6869cb1c50e,reading-task-4,1.0,0.30304576336566325,hjson
667c18ace97ab6869cb1c50e,reading-task-5,0.0,-1.2440333788202975,hjson
667ac09492ea0caadf488520,reading-task-1,0.0,-2.3848480035423645,json
667ac09492ea0caadf488520,reading-task-2,0.0,-3.7796447300922744,json
667ac09492ea0caadf488520,reading-task-3,0.0,-1.4974726182552518,json
667ac09492ea0caadf488520,reading-task-4,1.0,0.30304576336566325,json
667ac09492ea0caadf488520,reading-task-5,0.0,-1.2440333788202975,json
6740ae39809389d7da9de209,reading-task-1,1.0,0.41931393468876743,xml
6740ae39809389d7da9de209,reading-task-2,1.0,0.26457513110645925,xml
6740ae39809389d7da9de209,reading-task-3,1.0,0.6677918432759907,xml
6740ae39809389d7da9de209,reading-task-4,1.0,0.30304576336566325,xml
6740ae39809389d7da9de209,reading-task-5,1.0,0.8038369524685001,xml
67c246023b44ca64d40ae45a,reading-task-1,1.0,0.41931393468876743,json5
67c246023b44ca64d40ae45a,reading-task-2,1.0,0.26457513110645925,json5
67c246023b44ca64d40ae45a,reading-task-3,0.0,-1.4974726182552518,json5
67c246023b44ca64d40ae45a,reading-task-4,1.0,0.30304576336566325,json5
67c246023b44ca64d40ae45a,reading-task-5,0.0,-1.2440333788202975,json5
67debe02a893eea51e8d02f2,reading-task-1,1.0,0.41931393468876743,json
67debe02a893eea51e8d02f2,reading-task-2,1.0,0.26457513110645925,json
67debe02a893eea51e8d02f2,reading-task-3,1.0,0.6677918432759907,json
67debe02a893eea51e8d02f2,reading-task-4,1.0,0.30304576336566325,json
67debe02a893eea51e8d02f2,reading-task-5,1.0,0.8038369524685001,json
673d0377254c407e5da57f97,reading-task-1,1.0,0.41931393468876743,toml
673d0377254c407e5da57f97,reading-task-2,1.0,0.26457513110645925,toml
673d0377254c407e5da57f97,reading-task-3,1.0,0.6677918432759907,toml
673d0377254c407e5da57f97,reading-task-4,1.0,0.30304576336566325,toml
673d0377254c407e5da57f97,reading-task-5,1.0,0.8038369524685001,toml
62fd14d7b1e0729dc8aadb79,reading-task-1,1.0,0.41931393468876743,xml
62fd14d7b1e0729dc8aadb79,reading-task-2,1.0,0.26457513110645925,xml
62fd14d7b1e0729dc8aadb79,reading-task-3,1.0,0.6677918432759907,xml
62fd14d7b1e0729dc8aadb79,reading-task-4,1.0,0.30304576336566325,xml
62fd14d7b1e0729dc8aadb79,reading-task-5,1.0,0.8038369524685001,xml
5dafea4de40355001651fa2f,reading-task-1,1.0,0.41931393468876743,jsonc
5dafea4de40355001651fa2f,reading-task-2,1.0,0.26457513110645925,jsonc
5dafea4de40355001651fa2f,reading-task-3,0.0,-1.4974726182552518,jsonc
5dafea4de40355001651fa2f,reading-task-4,1.0,0.30304576336566325,jsonc
5dafea4de40355001651fa2f,reading-task-5,0.0,-1.2440333788202975,jsonc
6787e4bd2bf9557a90208f03,reading-task-1,1.0,0.41931393468876743,yaml
6787e4bd2bf9557a90208f03,reading-task-2,1.0,0.26457513110645925,yaml
6787e4bd2bf9557a90208f03,reading-task-3,1.0,0.6677918432759907,yaml
6787e4bd2bf9557a90208f03,reading-task-4,1.0,0.30304576336566325,yaml
6787e4bd2bf9557a90208f03,reading-task-5,1.0,0.8038369524685001,yaml
5e8a5a892f6f027054a83d88,reading-task-1,1.0,0.41931393468876743,toml
5e8a5a892f6f027054a83d88,reading-task-2,1.0,0.26457513110645925,toml
5e8a5a892f6f027054a83d88,reading-task-3,0.0,-1.4974726182552518,toml
5e8a5a892f6f027054a83d88,reading-task-4,1.0,0.30304576336566325,toml
5e8a5a892f6f027054a83d88,reading-task-5,1.0,0.8038369524685001,toml
67e4920c40c9561040ca01d0,reading-task-1,0.0,-2.3848480035423645,xml
67e4920c40c9561040ca01d0,reading-task-2,0.0,-3.7796447300922744,xml
67e4920c40c9561040ca01d0,reading-task-3,0.0,-1.4974726182552518,xml
67e4920c40c9561040ca01d0,reading-task-4,0.0,-3.299831645537221,xml
67e4920c40c9561040ca01d0,reading-task-5,0.0,-1.2440333788202975,xml
615200d54efc832849db2259,reading-task-1,1.0,0.41931393468876743,json
615200d54efc832849db2259,reading-task-2,1.0,0.26457513110645925,json
615200d54efc832849db2259,reading-task-3,1.0,0.6677918432759907,json
615200d54efc832849db2259,reading-task-4,1.0,0.30304576336566325,json
615200d54efc832849db2259,reading-task-5,1.0,0.8038369524685001,json
67f184a3b82990251abd1592,reading-task-1,1.0,0.41931393468876743,yaml
67f184a3b82990251abd1592,reading-task-2,1.0,0.26457513110645925,yaml
67f184a3b82990251abd1592,reading-task-3,0.0,-1.4974726182552518,yaml
67f184a3b82990251abd1592,reading-task-4,1.0,0.30304576336566325,yaml
67f184a3b82990251abd1592,reading-task-5,0.0,-1.2440333788202975,yaml
67bf88cc763aae600b429a3e,reading-task-1,1.0,0.41931393468876743,toml
67bf88cc763aae600b429a3e,reading-task-2,1.0,0.26457513110645925,toml
67bf88cc763aae600b429a3e,reading-task-3,1.0,0.6677918432759907,toml
67bf88cc763aae600b429a3e,reading-task-4,1.0,0.30304576336566325,toml
67bf88cc763aae600b429a3e,reading-task-5,0.0,-1.2440333788202975,toml
67a754a5c8614c52a939d87b,reading-task-1,1.0,0.41931393468876743,hjson
67a754a5c8614c52a939d87b,reading-task-2,1.0,0.26457513110645925,hjson
67a754a5c8614c52a939d87b,reading-task-3,1.0,0.6677918432759907,hjson
67a754a5c8614c52a939d87b,reading-task-4,1.0,0.30304576336566325,hjson
67a754a5c8614c52a939d87b,reading-task-5,1.0,0.8038369524685001,hjson
60fce3df91350150e2e88423,reading-task-1,1.0,0.41931393468876743,yaml
60fce3df91350150e2e88423,reading-task-2,1.0,0.26457513110645925,yaml
60fce3df91350150e2e88423,reading-task-3,1.0,0.6677918432759907,yaml
60fce3df91350150e2e88423,reading-task-4,1.0,0.30304576336566325,yaml
60fce3df91350150e2e88423,reading-task-5,1.0,0.8038369524685001,yaml
67d29234dbfdb6668d124115,reading-task-1,0.0,-2.3848480035423645,yaml
67d29234dbfdb6668d124115,reading-task-2,0.0,-3.7796447300922744,yaml
67d29234dbfdb6668d124115,reading-task-3,0.0,-1.4974726182552518,yaml
67d29234dbfdb6668d124115,reading-task-4,0.0,-3.299831645537221,yaml
67d29234dbfdb6668d124115,reading-task-5,0.0,-1.2440333788202975,yaml
65cf6d8a589a67afcab54e6f,reading-task-1,1.0,0.41931393468876743,hjson
65cf6d8a589a67afcab54e6f,reading-task-2,1.0,0.26457513110645925,hjson
65cf6d8a589a67afcab54e6f,reading-task-3,1.0,0.6677918432759907,hjson
65cf6d8a589a67afcab54e6f,reading-task-4,1.0,0.30304576336566325,hjson
65cf6d8a589a67afcab54e6f,reading-task-5,1.0,0.8038369524685001,hjson
672d98919cc177d28c204e76,reading-task-1,1.0,0.41931393468876743,json5
672d98919cc177d28c204e76,reading-task-2,1.0,0.26457513110645925,json5
672d98919cc177d28c204e76,reading-task-3,0.0,-1.4974726182552518,json5
672d98919cc177d28c204e76,reading-task-4,1.0,0.30304576336566325,json5
672d98919cc177d28c204e76,reading-task-5,1.0,0.8038369524685001,json5
66b0d065329001a04e5ae671,reading-task-1,1.0,0.41931393468876743,json
66b0d065329001a04e5ae671,reading-task-2,1.0,0.26457513110645925,json
66b0d065329001a04e5ae671,reading-task-3,1.0,0.6677918432759907,json
66b0d065329001a04e5ae671,reading-task-4,1.0,0.30304576336566325,json
66b0d065329001a04e5ae671,reading-task-5,0.0,-1.2440333788202975,json
67f1a4f8dd44e7cd5adffa29,reading-task-1,1.0,0.41931393468876743,json5
67f1a4f8dd44e7cd5adffa29,reading-task-2,1.0,0.26457513110645925,json5
67f1a4f8dd44e7cd5adffa29,reading-task-3,1.0,0.6677918432759907,json5
67f1a4f8dd44e7cd5adffa29,reading-task-4,1.0,0.30304576336566325,json5
67f1a4f8dd44e7cd5adffa29,reading-task-5,0.0,-1.2440333788202975,json5
5e3b5fa9255e7a37bc841135,reading-task-1,1.0,0.41931393468876743,json
5e3b5fa9255e7a37bc841135,reading-task-2,1.0,0.26457513110645925,json
5e3b5fa9255e7a37bc841135,reading-task-3,1.0,0.6677918432759907,json
5e3b5fa9255e7a37bc841135,reading-task-4,1.0,0.30304576336566325,json
5e3b5fa9255e7a37bc841135,reading-task-5,1.0,0.8038369524685001,json
677c52fe648cd68583dd3b1e,reading-task-1,1.0,0.41931393468876743,xml
677c52fe648cd68583dd3b1e,reading-task-2,1.0,0.26457513110645925,xml
677c52fe648cd68583dd3b1e,reading-task-3,1.0,0.6677918432759907,xml
677c52fe648cd68583dd3b1e,reading-task-4,1.0,0.30304576336566325,xml
677c52fe648cd68583dd3b1e,reading-task-5,1.0,0.8038369524685001,xml
5d30dfa68b1523000134878f,reading-task-1,1.0,0.41931393468876743,json
5d30dfa68b1523000134878f,reading-task-2,1.0,0.26457513110645925,json
5d30dfa68b1523000134878f,reading-task-3,1.0,0.6677918432759907,json
5d30dfa68b1523000134878f,reading-task-4,1.0,0.30304576336566325,json
5d30dfa68b1523000134878f,reading-task-5,1.0,0.8038369524685001,json
671a519900a99ebc15a67672,reading-task-1,1.0,0.41931393468876743,yaml
671a519900a99ebc15a67672,reading-task-2,1.0,0.26457513110645925,yaml
671a519900a99ebc15a67672,reading-task-3,0.0,-1.4974726182552518,yaml
671a519900a99ebc15a67672,reading-task-4,1.0,0.30304576336566325,yaml
671a519900a99ebc15a67672,reading-task-5,0.0,-1.2440333788202975,yaml
672ca6c0324ac26cdc0dd298,reading-task-1,1.0,0.41931393468876743,json5
672ca6c0324ac26cdc0dd298,reading-task-2,1.0,0.26457513110645925,json5
672ca6c0324ac26cdc0dd298,reading-task-3,0.0,-1.4974726182552518,json5
672ca6c0324ac26cdc0dd298,reading-task-4,0.0,-3.299831645537221,json5
672ca6c0324ac26cdc0dd298,reading-task-5,0.0,-1.2440333788202975,json5
67d7fa657f5ac0292a291a38,reading-task-1,1.0,0.41931393468876743,hjson
67d7fa657f5ac0292a291a38,reading-task-2,1.0,0.26457513110645925,hjson
67d7fa657f5ac0292a291a38,reading-task-3,0.0,-1.4974726182552518,hjson
67d7fa657f5ac0292a291a38,reading-task-4,1.0,0.30304576336566325,hjson
67d7fa657f5ac0292a291a38,reading-task-5,1.0,0.8038369524685001,hjson
677d185800ab83d1b0185d82,reading-task-1,1.0,0.41931393468876743,jsonc
677d185800ab83d1b0185d82,reading-task-2,1.0,0.26457513110645925,jsonc
677d185800ab83d1b0185d82,reading-task-3,0.0,-1.4974726182552518,jsonc
677d185800ab83d1b0185d82,reading-task-4,0.0,-3.299831645537221,jsonc
677d185800ab83d1b0185d82,reading-task-5,0.0,-1.2440333788202975,jsonc
5b68c9eb87af310001584803,reading-task-1,1.0,0.41931393468876743,json5
5b68c9eb87af310001584803,reading-task-2,1.0,0.26457513110645925,json5
5b68c9eb87af310001584803,reading-task-3,1.0,0.6677918432759907,json5
5b68c9eb87af310001584803,reading-task-4,1.0,0.30304576336566325,json5
5b68c9eb87af310001584803,reading-task-5,0.0,-1.2440333788202975,json5
6784ff2095dd9b97e969b01f,reading-task-1,1.0,0.41931393468876743,jsonc
6784ff2095dd9b97e969b01f,reading-task-2,1.0,0.26457513110645925,jsonc
6784ff2095dd9b97e969b01f,reading-task-3,1.0,0.6677918432759907,jsonc
6784ff2095dd9b97e969b01f,reading-task-4,1.0,0.30304576336566325,jsonc
6784ff2095dd9b97e969b01f,reading-task-5,0.0,-1.2440333788202975,jsonc
67eff2b1a264260e948a4d14,reading-task-1,1.0,0.41931393468876743,xml
67eff2b1a264260e948a4d14,reading-task-2,1.0,0.26457513110645925,xml
67eff2b1a264260e948a4d14,reading-task-3,1.0,0.6677918432759907,xml
67eff2b1a264260e948a4d14,reading-task-4,1.0,0.30304576336566325,xml
67eff2b1a264260e948a4d14,reading-task-5,0.0,-1.2440333788202975,xml
5ecc71c95c92c2000a9e9a19,reading-task-1,1.0,0.41931393468876743,jsonc
5ecc71c95c92c2000a9e9a19,reading-task-2,1.0,0.26457513110645925,jsonc
5ecc71c95c92c2000a9e9a19,reading-task-3,1.0,0.6677918432759907,jsonc
5ecc71c95c92c2000a9e9a19,reading-task-4,1.0,0.30304576336566325,jsonc
5ecc71c95c92c2000a9e9a19,reading-task-5,1.0,0.8038369524685001,jsonc
61267b828ead584bcf092e35,reading-task-1,1.0,0.41931393468876743,hjson
61267b828ead584bcf092e35,reading-task-2,1.0,0.26457513110645925,hjson
61267b828ead584bcf092e35,reading-task-3,1.0,0.6677918432759907,hjson
61267b828ead584bcf092e35,reading-task-4,1.0,0.30304576336566325,hjson
61267b828ead584bcf092e35,reading-task-5,1.0,0.8038369524685001,hjson
6501c0a2e788b5556c24569d,reading-task-1,1.0,0.41931393468876743,xml
6501c0a2e788b5556c24569d,reading-task-2,1.0,0.26457513110645925,xml
6501c0a2e788b5556c24569d,reading-task-3,1.0,0.6677918432759907,xml
6501c0a2e788b5556c24569d,reading-task-4,1.0,0.30304576336566325,xml
6501c0a2e788b5556c24569d,reading-task-5,1.0,0.8038369524685001,xml
637d8ca00150ac6e71a34ec9,reading-task-1,1.0,0.41931393468876743,yaml
637d8ca00150ac6e71a34ec9,reading-task-2,1.0,0.26457513110645925,yaml
637d8ca00150ac6e71a34ec9,reading-task-3,1.0,0.6677918432759907,yaml
637d8ca00150ac6e71a34ec9,reading-task-4,1.0,0.30304576336566325,yaml
637d8ca00150ac6e71a34ec9,reading-task-5,1.0,0.8038369524685001,yaml
67cb01a82dda2577eb6ee320,reading-task-1,1.0,0.41931393468876743,json
67cb01a82dda2577eb6ee320,reading-task-2,1.0,0.26457513110645925,json
67cb01a82dda2577eb6ee320,reading-task-3,1.0,0.6677918432759907,json
67cb01a82dda2577eb6ee320,reading-task-4,1.0,0.30304576336566325,json
67cb01a82dda2577eb6ee320,reading-task-5,0.0,-1.2440333788202975,json
67e17bac09359e09118892b4,reading-task-1,1.0,0.41931393468876743,json5
67e17bac09359e09118892b4,reading-task-2,1.0,0.26457513110645925,json5
67e17bac09359e09118892b4,reading-task-3,1.0,0.6677918432759907,json5
67e17bac09359e09118892b4,reading-task-4,1.0,0.30304576336566325,json5
